age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
22,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,70,-1,computer / hardware / software,2012-06-15-02-15,"palo alto, california",doesn't want kids,likes dogs and likes cats,atheism and somewhat serious about it,,no,"english (fluently), german (poorly)"
22,single,f,straight,average,mostly anything,often,sometimes,graduated from college/university,,66,-1,artistic / musical / writer,2012-06-28-23-18,"san francisco, california","doesn't have kids, but might want them",likes dogs and dislikes cats,other,pisces,no,"english (fluently), french (fluently), spanish (okay)"
35,single,m,gay,fit,anything,socially,,graduated from college/university,,69,-1,banking / financial / real estate,2012-06-29-06-21,"san francisco, california",,,,leo and it&rsquo;s fun to think about,sometimes,english
24,single,m,straight,skinny,anything,socially,sometimes,graduated from college/university,"hispanic / latin, white",73,-1,computer / hardware / software,2012-06-28-11-38,"mountain view, california",,likes cats,buddhism and laughing about it,aries,no,"english (fluently), portuguese (poorly)"
24,single,m,straight,athletic,strictly anything,socially,,graduated from college/university,"asian, white",70,-1,science / tech / engineering,2012-06-27-21-13,"san rafael, california",,,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly), c++ (poorly)"
24,single,f,straight,thin,mostly vegetarian,socially,,working on masters program,white,68,-1,sales / marketing / biz dev,2012-06-29-15-20,"san mateo, california",doesn't have kids,,agnosticism but not too serious about it,pisces,when drinking,english
29,single,f,straight,fit,,,,,,62,-1,,2012-06-02-21-03,"san francisco, california",,,,,,english
29,single,m,straight,thin,mostly vegetarian,socially,sometimes,working on college/university,white,71,-1,sales / marketing / biz dev,2012-05-15-02-20,"daly city, california",,likes dogs and has cats,other and laughing about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
28,single,f,straight,thin,strictly anything,socially,never,graduated from space camp,,60,-1,other,2012-06-29-10-53,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,other and laughing about it,taurus but it doesn&rsquo;t matter,,"english (fluently), chinese (poorly), spanish (okay)"
25,single,f,straight,average,,socially,never,graduated from college/university,asian,69,-1,banking / financial / real estate,2012-04-27-07-28,"san francisco, california",,likes dogs and dislikes cats,catholicism but not too serious about it,aries but it doesn&rsquo;t matter,no,english
38,single,m,straight,average,strictly anything,socially,never,graduated from college/university,black,70,-1,other,2012-06-29-21-42,"san francisco, california","has kids, but doesn't want more",likes dogs,,libra and it&rsquo;s fun to think about,no,english
32,single,m,gay,average,strictly vegetarian,socially,never,graduated from college/university,"black, native american, white",73,-1,other,2012-06-27-02-00,"pacifica, california",,has dogs and likes cats,christianity and somewhat serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), spanish (poorly), hindi (poorly)"
23,single,f,straight,,,socially,never,working on college/university,white,69,-1,student,2011-09-08-18-52,"san francisco, california",,,,,no,english
24,single,f,straight,fit,,socially,,working on ph.d program,white,65,30000,student,2012-06-29-09-58,"oakland, california",,likes dogs,agnosticism,,,"english, german (okay), spanish (poorly), dutch (poorly)"
19,single,m,straight,athletic,,rarely,never,working on high school,"black, indian",74,-1,student,2011-12-08-08-35,"hayward, california",,likes dogs,christianity,pisces,sometimes,english
25,single,m,straight,athletic,anything,rarely,never,graduated from high school,black,74,30000,entertainment / media,2012-06-29-00-28,"san francisco, california","doesn't have kids, but wants them",likes dogs and dislikes cats,other,aries but it doesn&rsquo;t matter,yes,english
29,seeing someone,f,gay,skinny,,socially,never,graduated from college/university,asian,68,-1,medicine / health,2012-06-28-04-35,"san francisco, california",,likes dogs,,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)"
52,single,f,gay,athletic,,socially,never,graduated from two-year college,black,67,-1,sales / marketing / biz dev,2012-02-20-06-26,"oakland, california",,likes dogs,other,scorpio but it doesn&rsquo;t matter,no,english
42,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,70,-1,sales / marketing / biz dev,2012-06-29-22-50,"honolulu, hawaii",doesn't have kids,likes dogs,,libra,no,"english, thai (okay)"
43,single,m,straight,athletic,anything,socially,never,graduated from college/university,,69,40000,medicine / health,2012-06-27-04-14,"pleasant hill, california",,likes dogs and dislikes cats,other,gemini and it&rsquo;s fun to think about,no,"english, italian, french"
20,single,f,straight,average,strictly anything,rarely,sometimes,dropped out of space camp,white,67,-1,unemployed,2012-06-20-22-10,"oakland, california",,,other but not too serious about it,leo and it&rsquo;s fun to think about,yes,english (fluently)
56,single,f,gay,fit,,rarely,never,graduated from college/university,white,64,-1,other,2012-06-12-21-57,"novato, california",,has dogs and likes cats,buddhism and very serious about it,,no,english (fluently)
31,single,m,straight,fit,mostly anything,socially,never,working on college/university,other,68,-1,science / tech / engineering,2012-03-28-02-38,"san francisco, california","doesn't have kids, but might want them",likes dogs,other and laughing about it,cancer but it doesn&rsquo;t matter,no,english (fluently)
27,single,m,straight,athletic,,socially,never,graduated from college/university,white,70,-1,banking / financial / real estate,2012-06-28-08-38,"san francisco, california",doesn't have kids,likes dogs,christianity,aries,no,"english (fluently), spanish (fluently)"
26,single,f,straight,thin,strictly anything,often,never,graduated from college/university,white,64,-1,medicine / health,2012-06-14-20-19,"berkeley, california",doesn't have kids,,,,no,english
40,single,m,gay,athletic,anything,socially,never,graduated from med school,asian,70,100000,medicine / health,2012-06-26-23-40,"san francisco, california","doesn't have kids, but might want them",,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)"
31,single,m,straight,average,,not at all,never,graduated from two-year college,white,73,-1,computer / hardware / software,2012-06-22-00-39,"berkeley, california",,likes dogs and has cats,atheism but not too serious about it,cancer but it doesn&rsquo;t matter,no,"english (okay), c++ (fluently)"
40,single,m,straight,athletic,mostly anything,not at all,never,working on ph.d program,other,70,-1,education / academia,2012-06-28-00-49,"berkeley, california",doesn't have kids,,other,pisces,no,"english, spanish (poorly)"
19,single,f,bisexual,skinny,anything,not at all,never,graduated from high school,asian,62,-1,student,2012-06-28-14-04,"berkeley, california",,,atheism and laughing about it,pisces and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)"
38,single,m,straight,fit,,socially,,graduated from college/university,white,71,-1,computer / hardware / software,2012-06-30-04-02,"san francisco, california",,likes dogs and likes cats,atheism and laughing about it,scorpio but it doesn&rsquo;t matter,sometimes,"english (fluently), c++ (fluently), japanese (poorly)"
51,single,m,straight,average,,socially,never,graduated from ph.d program,white,71,-1,,2012-06-29-19-47,"san francisco, california",,,christianity,taurus,sometimes,english
35,single,m,straight,,,socially,,graduated from college/university,,70,-1,science / tech / engineering,2012-06-29-16-42,"oakland, california",,likes dogs and has cats,,aquarius and it&rsquo;s fun to think about,,english
35,single,m,straight,fit,strictly vegan,socially,,dropped out of space camp,,67,20000,other,2012-06-29-21-03,"oakland, california","doesn't have kids, and doesn't want any",has dogs and likes cats,,pisces but it doesn&rsquo;t matter,trying to quit,english (fluently)
34,available,m,straight,average,,socially,never,working on two-year college,white,67,-1,computer / hardware / software,2012-06-30-00-49,"hayward, california",,likes dogs and has cats,other and laughing about it,taurus but it doesn&rsquo;t matter,no,english (fluently)
25,single,f,straight,fit,mostly vegetarian,socially,never,working on masters program,white,66,-1,sales / marketing / biz dev,2012-06-29-17-15,"san francisco, california",doesn't have kids,likes dogs and likes cats,christianity but not too serious about it,pisces,no,"english (fluently), danish (fluently), german (okay)"
34,single,m,straight,used up,mostly anything,socially,,dropped out of space camp,"black, other",70,-1,science / tech / engineering,2012-06-28-15-50,"daly city, california","doesn't have kids, but might want them",likes dogs,,pisces,no,english
32,single,m,straight,used up,,,never,,hispanic / latin,72,-1,construction / craftsmanship,2012-06-30-06-10,"hayward, california",has kids,,christianity,,no,"english, spanish"
33,single,f,straight,,,rarely,never,,black,67,-1,banking / financial / real estate,2012-01-22-17-59,"berkeley, california",,,christianity,,no,english
47,available,m,straight,fit,mostly other,socially,never,working on masters program,other,72,-1,education / academia,2012-04-24-17-41,"san francisco, california",,,other,pisces and it&rsquo;s fun to think about,when drinking,english
19,seeing someone,m,gay,average,mostly anything,socially,never,working on college/university,white,72,20000,student,2012-06-08-17-25,"san francisco, california",doesn't want kids,has dogs and likes cats,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
32,single,m,straight,a little extra,anything,socially,sometimes,graduated from college/university,white,76,-1,,2012-06-29-13-35,"oakland, california",doesn't want kids,likes dogs and likes cats,agnosticism,virgo,yes,english (fluently)
40,single,m,straight,thin,mostly anything,rarely,never,graduated from college/university,white,72,-1,other,2012-06-22-17-43,"san francisco, california",doesn't have kids,,,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), japanese (poorly)"
34,single,f,straight,full figured,mostly other,rarely,never,dropped out of college/university,,67,-1,computer / hardware / software,2012-06-20-16-35,"san francisco, california",,has dogs and has cats,other and laughing about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), spanish (poorly), italian (poorly), finnish (poorly)"
26,single,m,gay,athletic,,socially,never,working on college/university,white,70,-1,education / academia,2012-06-29-14-04,"san francisco, california",,likes dogs and likes cats,other,virgo and it&rsquo;s fun to think about,sometimes,english (fluently)
31,single,m,straight,fit,strictly anything,,,graduated from college/university,"native american, indian",67,-1,,2012-06-29-21-55,"san francisco, california",,,,,,english
22,single,m,straight,overweight,mostly anything,socially,sometimes,working on college/university,white,73,20000,student,2012-04-16-21-51,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,other,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)"
22,available,m,straight,athletic,anything,rarely,,working on two-year college,"hispanic / latin, white",68,20000,,2012-06-22-10-04,"martinez, california",,has cats,atheism but not too serious about it,,no,english
47,single,f,straight,curvy,,socially,,,white,60,-1,executive / management,2012-01-21-11-34,"san mateo, california",,likes dogs and likes cats,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), italian (poorly)"
43,single,m,straight,athletic,strictly vegan,socially,never,dropped out of space camp,,68,-1,medicine / health,2012-06-26-23-42,"emeryville, california",doesn't have kids,likes dogs and likes cats,,aquarius but it doesn&rsquo;t matter,no,"english, other"
46,single,m,straight,average,mostly anything,socially,sometimes,working on college/university,white,71,-1,student,2011-09-04-14-07,"hayward, california",,has dogs,other but not too serious about it,pisces and it&rsquo;s fun to think about,yes,english
26,single,f,straight,skinny,mostly anything,rarely,never,graduated from college/university,asian,65,-1,science / tech / engineering,2012-04-24-16-49,"san francisco, california",,dislikes dogs,,,no,"english (fluently), chinese (fluently)"
26,single,m,straight,,,socially,never,graduated from high school,white,77,20000,sales / marketing / biz dev,2012-02-27-19-45,"oakland, california",,,,aquarius but it doesn&rsquo;t matter,yes,english
43,single,m,straight,athletic,mostly anything,socially,never,graduated from masters program,white,75,-1,sales / marketing / biz dev,2012-06-29-17-37,"benicia, california","doesn't have kids, but might want them",likes dogs and dislikes cats,other,libra and it&rsquo;s fun to think about,no,"english, english"
25,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,other,66,70000,banking / financial / real estate,2011-08-03-14-34,"san francisco, california",,likes dogs,,capricorn and it&rsquo;s fun to think about,no,"english (fluently), japanese (okay)"
31,married,m,straight,,,socially,,,,72,-1,,2011-09-12-10-42,"san mateo, california",,,buddhism and laughing about it,libra,no,"english (fluently), chinese (poorly), sanskrit, german, c++ (fluently)"
39,single,f,straight,athletic,strictly other,socially,never,graduated from college/university,white,68,-1,medicine / health,2012-06-29-22-35,"san francisco, california",doesn't have kids,,other and very serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), french (okay)"
35,married,f,bisexual,average,strictly anything,not at all,sometimes,graduated from college/university,asian,59,-1,science / tech / engineering,2012-06-28-13-39,"san francisco, california",doesn't have kids,likes dogs and has cats,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay)"
27,single,m,straight,fit,vegan,socially,never,graduated from college/university,"white, other",78,-1,medicine / health,2012-06-27-17-01,"san francisco, california",doesn't have kids,,buddhism,,no,english
37,single,m,straight,,,,never,graduated from masters program,indian,72,-1,,2011-11-10-18-14,"san francisco, california",has a kid,likes dogs and likes cats,,,,"english (fluently), sanskrit (poorly), tamil (fluently), hindi (fluently)"
33,single,m,gay,average,strictly vegetarian,socially,never,,white,73,-1,computer / hardware / software,2012-06-28-16-24,"billings, montana","doesn't have kids, and doesn't want any",has dogs and likes cats,other and very serious about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently)
47,single,f,straight,average,mostly anything,rarely,never,graduated from college/university,,58,-1,banking / financial / real estate,2012-06-29-22-18,"pacifica, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly), sanskrit (poorly)"
24,single,f,straight,,,socially,never,graduated from college/university,white,67,-1,sales / marketing / biz dev,2012-06-20-13-25,"san francisco, california",,,judaism but not too serious about it,gemini but it doesn&rsquo;t matter,no,english
23,single,f,bisexual,curvy,anything,socially,never,dropped out of two-year college,white,68,-1,sales / marketing / biz dev,2012-06-29-23-01,"hayward, california","doesn't have kids, but might want them",likes dogs and has cats,other but not too serious about it,capricorn and it&rsquo;s fun to think about,no,english
21,single,f,straight,curvy,,not at all,never,,other,64,-1,,2011-09-21-14-21,"san francisco, california",,has dogs,,virgo but it doesn&rsquo;t matter,no,english
41,single,m,straight,fit,mostly vegetarian,rarely,never,,white,72,-1,artistic / musical / writer,2012-06-29-21-26,"palo alto, california",,likes dogs,other,gemini and it&rsquo;s fun to think about,no,"english (fluently), hebrew (fluently), italian (fluently), spanish (okay), french (poorly)"
36,single,f,straight,curvy,mostly anything,socially,,graduated from masters program,"hispanic / latin, white",61,-1,education / academia,2012-06-29-18-29,"san francisco, california",has a kid,likes dogs and has cats,atheism and somewhat serious about it,taurus but it doesn&rsquo;t matter,no,english (fluently)
28,single,f,straight,curvy,vegetarian,socially,,graduated from med school,white,67,-1,medicine / health,2012-04-17-13-45,"san francisco, california",,likes dogs and likes cats,agnosticism and laughing about it,gemini but it doesn&rsquo;t matter,sometimes,english (fluently)
40,single,m,gay,athletic,,rarely,never,graduated from masters program,asian,66,-1,other,2011-09-12-20-38,"san francisco, california",,,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,"english, french"
34,single,f,bisexual,fit,,often,,graduated from law school,white,70,-1,law / legal services,2012-06-30-05-10,"san francisco, california",,has dogs,,pisces and it&rsquo;s fun to think about,no,"english (fluently), french"
31,single,f,straight,athletic,mostly anything,socially,never,graduated from college/university,white,64,-1,,2012-06-29-20-01,"san francisco, california",,,,taurus,no,english
26,single,m,straight,average,,socially,never,graduated from college/university,hispanic / latin,66,-1,entertainment / media,2012-06-29-23-18,"san francisco, california",,likes dogs and likes cats,catholicism,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), c++ (okay)"
26,single,m,straight,average,anything,not at all,never,,"black, native american",70,-1,,2012-06-29-22-51,"richmond, california",,has dogs,christianity and somewhat serious about it,aries,no,english
24,single,f,straight,curvy,mostly anything,rarely,never,,black,65,-1,,2012-01-22-21-28,"oakland, california",,,,,no,english
34,single,f,straight,fit,,not at all,never,graduated from college/university,black,67,-1,other,2012-06-29-21-34,"oakland, california","doesn't have kids, but might want them",has dogs and dislikes cats,other but not too serious about it,aquarius and it&rsquo;s fun to think about,no,english
48,single,m,gay,average,,socially,never,graduated from masters program,black,69,-1,other,2012-06-18-14-14,"oakland, california",has a kid,,other but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english (okay)
27,single,m,straight,athletic,mostly anything,rarely,never,graduated from masters program,black,75,-1,clerical / administrative,2012-06-30-02-11,"daly city, california","doesn't have kids, but wants them",has dogs,catholicism and very serious about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (okay), other (okay)"
24,single,m,gay,,,very often,,law school,white,67,-1,law / legal services,2012-06-30-01-36,"san francisco, california",,,judaism,scorpio,,english
23,single,m,straight,athletic,mostly anything,rarely,never,working on med school,white,70,-1,,2012-06-28-23-48,"berkeley, california",,has dogs,,,no,"english, spanish (okay)"
28,single,m,straight,fit,,often,sometimes,graduated from college/university,white,69,-1,computer / hardware / software,2012-06-26-17-40,"san francisco, california",,likes dogs,,,no,english
26,single,f,bisexual,average,,socially,,working on college/university,black,68,-1,sales / marketing / biz dev,2011-10-17-06-40,"oakland, california",doesn't want kids,likes dogs and dislikes cats,other,scorpio and it&rsquo;s fun to think about,no,english (fluently)
36,single,f,straight,curvy,mostly anything,socially,never,graduated from masters program,white,62,50000,science / tech / engineering,2012-06-29-19-46,"burlingame, california","doesn't have kids, but wants them",has dogs and has cats,christianity,cancer,no,english
28,single,f,gay,a little extra,strictly vegetarian,often,never,working on masters program,white,64,20000,,2012-06-25-20-58,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,atheism and somewhat serious about it,,no,"english (fluently), french (poorly), esperanto (poorly)"
37,single,m,straight,average,,socially,never,graduated from college/university,white,75,-1,sales / marketing / biz dev,2012-06-29-23-08,"san francisco, california",doesn't have kids,,,gemini but it doesn&rsquo;t matter,no,english (fluently)
34,available,f,gay,curvy,strictly anything,often,never,,white,70,60000,hospitality / travel,2012-06-30-01-57,"san francisco, california",,has dogs,,leo but it doesn&rsquo;t matter,no,"english (fluently), italian (okay)"
29,seeing someone,m,straight,fit,anything,socially,never,graduated from space camp,white,69,80000,artistic / musical / writer,2012-06-25-19-01,"san francisco, california",doesn't want kids,likes dogs and likes cats,atheism and laughing about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), norwegian (poorly), spanish (okay), korean (poorly)"
25,single,f,straight,,,socially,,graduated from masters program,,66,-1,,2012-06-26-11-24,"san francisco, california",,,catholicism but not too serious about it,,,"english (fluently), russian (okay), french (okay), german (okay)"
29,single,f,straight,average,,socially,,graduated from college/university,white,62,-1,other,2012-01-10-21-22,"san francisco, california",,,,leo and it&rsquo;s fun to think about,sometimes,english
65,single,f,straight,curvy,,socially,never,,white,69,-1,,2012-06-29-22-45,"san rafael, california",,,christianity,taurus,no,english
33,single,m,straight,athletic,mostly vegetarian,rarely,never,graduated from masters program,white,70,-1,banking / financial / real estate,2012-06-29-16-40,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,other but not too serious about it,pisces but it doesn&rsquo;t matter,no,english
28,single,f,gay,,mostly vegetarian,socially,sometimes,graduated from college/university,,69,-1,artistic / musical / writer,2012-06-05-12-06,"san francisco, california",,likes dogs,,gemini,when drinking,english
40,single,f,straight,a little extra,mostly anything,socially,never,graduated from high school,white,64,-1,clerical / administrative,2012-05-20-19-59,"vallejo, california","has kids, but doesn't want more",has dogs,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter,no,"english (fluently), english (okay), english (poorly), english (fluently), english (okay)"
25,single,f,straight,,,socially,never,,,67,-1,,2012-01-27-18-29,"san francisco, california",,likes dogs and likes cats,,,no,english
27,single,f,straight,average,anything,socially,sometimes,graduated from masters program,white,72,-1,artistic / musical / writer,2012-03-06-00-29,"san francisco, california",doesn't want kids,has dogs,,scorpio,when drinking,english
47,single,f,straight,curvy,,socially,never,graduated from two-year college,white,69,-1,other,2011-07-09-00-21,"san leandro, california",has kids,has dogs and has cats,christianity and somewhat serious about it,pisces but it doesn&rsquo;t matter,no,english
47,single,f,straight,curvy,,socially,never,graduated from college/university,white,64,-1,,2012-06-28-23-28,"walnut creek, california",,,christianity but not too serious about it,leo and it&rsquo;s fun to think about,no,english
42,single,f,straight,full figured,,rarely,never,working on college/university,white,63,-1,retired,2012-06-30-02-01,"vallejo, california","doesn't have kids, and doesn't want any",likes cats,christianity and very serious about it,leo,no,"english (fluently), italian (poorly)"
20,single,m,straight,thin,mostly anything,not at all,never,working on college/university,white,68,-1,student,2012-06-29-21-52,"el sobrante, california",,has dogs,,libra and it&rsquo;s fun to think about,no,english
31,single,m,straight,fit,,socially,never,graduated from college/university,other,70,-1,,2012-06-28-20-13,"san francisco, california",,likes dogs,,taurus,no,english (fluently)
18,single,f,straight,a little extra,strictly vegetarian,not at all,never,working on two-year college,white,72,-1,student,2012-06-29-19-19,"pacifica, california","doesn't have kids, and doesn't want any",has dogs and likes cats,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
28,single,f,straight,curvy,mostly anything,often,sometimes,graduated from college/university,white,65,-1,clerical / administrative,2012-06-07-19-16,"san francisco, california",,has dogs,other but not too serious about it,aries and it&rsquo;s fun to think about,no,english (fluently)
29,single,f,straight,athletic,strictly anything,socially,never,graduated from law school,white,67,-1,law / legal services,2012-06-29-21-54,"san francisco, california","doesn't have kids, but wants them",has dogs,atheism but not too serious about it,scorpio and it&rsquo;s fun to think about,no,"english, spanish, french"
29,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,66,-1,,2012-06-26-23-46,"san francisco, california",,,,aquarius and it&rsquo;s fun to think about,no,english
63,single,f,straight,athletic,anything,often,never,two-year college,white,68,-1,clerical / administrative,2012-06-27-16-56,"redwood city, california",,has dogs and has cats,agnosticism,cancer,no,"english, german"
33,single,f,bisexual,curvy,,rarely,,graduated from masters program,white,65,-1,entertainment / media,2012-06-29-18-36,"san francisco, california",,,,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), hebrew (poorly)"
42,single,f,straight,athletic,anything,socially,never,,white,68,-1,,2012-01-17-18-11,"el sobrante, california",doesn't have kids,has dogs,christianity but not too serious about it,scorpio,no,english
32,single,f,straight,,,socially,never,graduated from college/university,white,70,-1,other,2011-12-12-12-27,"emeryville, california",,likes dogs and likes cats,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about,no,english (fluently)
56,single,f,straight,fit,vegetarian,often,never,dropped out of college/university,white,65,-1,artistic / musical / writer,2012-06-29-08-43,"novato, california",has kids,likes dogs and has cats,atheism and laughing about it,scorpio and it&rsquo;s fun to think about,no,english
38,single,f,straight,fit,strictly other,socially,never,,"hispanic / latin, white",64,-1,,2012-06-27-06-17,"san rafael, california",has a kid,has dogs,other,aries but it doesn&rsquo;t matter,no,english
25,single,f,straight,average,mostly vegetarian,socially,never,graduated from college/university,white,65,-1,medicine / health,2012-06-19-21-38,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
25,single,f,straight,average,mostly anything,socially,never,working on masters program,white,62,-1,student,2012-06-29-21-48,"san francisco, california",,,christianity,aries and it&rsquo;s fun to think about,no,"english (fluently), danish (fluently), spanish (fluently)"
24,single,m,gay,thin,strictly vegan,socially,sometimes,graduated from college/university,white,75,-1,,2012-06-16-02-39,"san francisco, california",,,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish (okay)"
38,single,m,straight,athletic,strictly anything,socially,,graduated from college/university,white,69,70000,sales / marketing / biz dev,2012-06-30-03-32,"san francisco, california",,likes dogs,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter,no,"english, polish (poorly)"
34,single,m,straight,skinny,,not at all,never,,white,70,-1,other,2012-06-26-01-06,"redwood city, california",doesn't have kids,,,pisces,no,english
32,single,m,straight,fit,mostly anything,rarely,sometimes,graduated from high school,"black, native american, white, other",74,-1,hospitality / travel,2012-06-28-14-11,"west oakland, california",,has dogs,other,scorpio and it matters a lot,when drinking,english (fluently)
23,single,f,straight,a little extra,mostly anything,socially,sometimes,graduated from college/university,"hispanic / latin, white",64,-1,unemployed,2012-06-21-19-08,"san leandro, california",doesn't want kids,has dogs and has cats,other but not too serious about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)"
39,available,m,straight,a little extra,anything,socially,never,working on two-year college,black,69,20000,medicine / health,2012-06-30-00-24,"richmond, california","has a kid, and might want more",likes dogs and has cats,other and somewhat serious about it,sagittarius,no,"english (fluently), spanish (poorly)"
36,available,m,straight,fit,,socially,sometimes,dropped out of high school,white,72,100000,science / tech / engineering,2012-04-16-09-27,"oakland, california",has kids,,agnosticism and laughing about it,scorpio but it doesn&rsquo;t matter,no,english
30,single,m,straight,a little extra,anything,socially,never,graduated from college/university,hispanic / latin,70,20000,education / academia,2012-06-12-16-49,"redwood city, california",,likes dogs and likes cats,catholicism but not too serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), japanese (poorly)"
31,married,f,gay,curvy,mostly anything,socially,never,graduated from college/university,white,65,-1,other,2012-06-24-04-46,"oakland, california","doesn't have kids, and doesn't want any",likes dogs and has cats,agnosticism,taurus but it doesn&rsquo;t matter,no,english
31,single,f,straight,,,socially,never,,,69,-1,,2012-06-05-19-18,"walnut creek, california",,likes dogs and has cats,,aquarius,no,english
28,single,f,straight,curvy,,socially,sometimes,graduated from college/university,white,66,-1,other,2011-12-03-00-44,"oakland, california",,likes dogs and likes cats,other,cancer and it matters a lot,sometimes,"english (fluently), french (fluently), spanish (poorly)"
25,single,f,straight,jacked,mostly vegetarian,desperately,,dropped out of space camp,white,70,70000,other,2012-06-28-23-20,"san francisco, california",,dislikes cats,atheism and laughing about it,aries,no,english
18,single,f,straight,average,strictly vegetarian,socially,sometimes,working on two-year college,white,62,-1,student,2012-06-29-22-42,"belmont, california",doesn't have kids,,,aquarius and it&rsquo;s fun to think about,no,english (fluently)
44,single,f,straight,average,strictly anything,socially,never,graduated from masters program,white,64,-1,law / legal services,2011-11-19-00-15,"oakland, california",has a kid,likes dogs and has cats,other but not too serious about it,libra but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)"
37,single,f,straight,athletic,anything,socially,never,graduated from masters program,"asian, pacific islander",63,-1,science / tech / engineering,2012-06-29-22-16,"emeryville, california",doesn't have kids,,christianity,pisces,no,english
21,single,f,straight,curvy,,socially,often,working on college/university,white,65,20000,other,2011-07-09-22-50,"san francisco, california",doesn't want kids,likes dogs and has cats,atheism,gemini and it&rsquo;s fun to think about,when drinking,english (fluently)
34,single,m,straight,fit,mostly vegan,rarely,,dropped out of space camp,,63,20000,artistic / musical / writer,2012-06-10-14-27,"emeryville, california",,likes dogs and has cats,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about,no,"english, chinese (okay)"
34,single,m,straight,athletic,anything,socially,never,graduated from college/university,other,72,150000,science / tech / engineering,2011-08-30-16-11,"san francisco, california",,,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter,no,english
23,single,m,bisexual,average,mostly anything,socially,sometimes,working on high school,white,72,40000,computer / hardware / software,2011-12-06-22-09,"san rafael, california",,likes dogs and has cats,judaism and laughing about it,leo but it doesn&rsquo;t matter,yes,english (fluently)
29,single,m,straight,athletic,mostly anything,socially,sometimes,graduated from college/university,black,70,-1,banking / financial / real estate,2012-06-29-16-14,"san francisco, california",doesn't want kids,,other,pisces but it doesn&rsquo;t matter,when drinking,"english, german (poorly)"
22,single,m,straight,athletic,strictly anything,socially,never,,white,72,100000,other,2012-05-06-20-29,"san mateo, california",,has dogs,,,no,"english (fluently), irish (fluently), italian (fluently)"
29,single,m,straight,fit,mostly vegetarian,socially,never,graduated from masters program,indian,66,-1,,2012-06-29-08-40,"redwood city, california",,,hinduism,libra,,english
37,single,m,straight,athletic,,,never,graduated from college/university,white,72,-1,computer / hardware / software,2011-07-25-11-50,"san francisco, california",,likes dogs and likes cats,,virgo,sometimes,english
25,single,f,straight,curvy,,socially,never,graduated from college/university,black,62,-1,political / government,2012-05-03-08-13,"el cerrito, california",,,christianity and very serious about it,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)"
